make;model;priceUSD;mileage(kilometers);fuel_type;volume(cm3);segment;length;width;columna_fecha
mazda;3;5250;220000.0;petrol;1600.0;C;6.3999999999999915;2.4000000000000004;05/04/2015
mazda;3;5000;280000.0;petrol;2000.0;C;4.299999999999999;1.9000000000000001;13/02/2020
mazda;3;5300;168000.0;petrol;2000.0;C;6.79999999999999;2.1000000000000005;23/05/2019
mazda;3;5700;204000.0;petrol;1600.0;C;6.199999999999992;2.1000000000000005;24/10/2020
mazda;3;15900;103000.0;petrol;2000.0;C;6.599999999999991;2.2;02/09/2021
mazda;3;7900;96000.0;petrol;2500.0;C;4.899999999999997;2.1000000000000005;20/10/2018
mazda;3;6000;140012.58;petrol;2300.0;C;4.9999999999999964;2.1000000000000005;15/03/2018
mazda;3;4999;205000.0;petrol;1600.0;C;6.299999999999992;2.4000000000000004;13/12/2018
mazda;3;7500;207604.86;petrol;2000.0;C;7.7999999999999865;2.3000000000000007;30/11/2021
mazda;3;6500;280000.0;petrol;1600.0;C;5.799999999999994;2.2;24/11/2021
mazda;3;6132;122000.0;petrol;1600.0;C;5.699999999999994;2.0;15/02/2019
mazda;3;7700;156000.0;petrol;1600.0;C;6.599999999999991;1.7;24/08/2015
mazda;3;5100;134250.0;petrol;1600.0;C;6.599999999999991;1.9000000000000001;25/03/2021
mazda;3;2999;293000.0;diesel;1600.0;C;5.399999999999995;2.4000000000000004;02/04/2017
mazda;3;4300;357000.0;petrol;1600.0;C;6.89999999999999;2.1000000000000005;27/08/2016
mazda;3;5900;161000.0;petrol;1600.0;C;4.9999999999999964;1.9000000000000001;03/01/2016
mazda;3;3900;239791.66;petrol;2300.0;C;4.199999999999999;2.4000000000000004;15/03/2015
mazda;3;6100;166830.0;petrol;1600.0;C;5.199999999999996;1.9000000000000001;11/02/2018
mazda;3;4200;300000.0;petrol;2000.0;C;5.699999999999994;2.4000000000000004;18/01/2017
mazda;3;3300;260000.0;petrol;2300.0;C;5.799999999999994;2.3000000000000007;16/09/2021
mazda;3;5450;187500.0;diesel;1600.0;C;7.399999999999988;2.2;06/07/2021
mazda;3;4800;174000.0;petrol;1600.0;C;7.099999999999989;1.8;21/03/2018
mazda;3;3900;260000.0;petrol;2000.0;C;5.899999999999993;1.8;18/05/2015
mazda;3;13600;75000.0;petrol;1500.0;C;4.499999999999998;2.2;25/08/2018
mazda;3;4400;184200.0;petrol;1600.0;C;7.499999999999988;2.3000000000000007;06/09/2020
mazda;3;4000;206703.6296;petrol;2000.0;C;6.3999999999999915;1.8;22/11/2017
mazda;3;5650;178000.0;petrol;1600.0;C;4.6999999999999975;1.9000000000000001;29/06/2018
mazda;3;5450;200000.0;petrol;1600.0;C;4.499999999999998;2.4000000000000004;28/10/2017
mazda;3;4250;278000.0;petrol;1600.0;C;6.0999999999999925;1.7;22/08/2019
mazda;3;3750;230000.0;diesel;1600.0;C;6.79999999999999;2.2;18/08/2021
mazda;3;8200;117500.0;petrol;2000.0;C;7.899999999999986;2.1000000000000005;12/07/2020
mazda;3;5300;219187.0;petrol;2000.0;C;4.399999999999999;1.8;08/09/2015
mazda;3;12700;147000.0;petrol;1500.0;C;5.099999999999996;1.7;05/07/2019
mazda;3;4298;175000.0;petrol;1600.0;C;6.199999999999992;1.8;21/11/2017
mazda;3;3850;245000.0;petrol;2300.0;C;5.099999999999996;2.2;28/02/2016
mazda;3;5600;170000.0;petrol;2000.0;C;5.799999999999994;2.2;06/05/2020
mazda;3;6100;162000.0;petrol;2000.0;C;6.3999999999999915;2.3000000000000007;10/11/2021
mazda;3;4300;280000.0;petrol;1600.0;C;6.499999999999991;2.3000000000000007;20/12/2016
mazda;3;4750;217000.0;petrol;2000.0;C;6.599999999999991;1.7;14/02/2016
mazda;3;5250;187000.0;petrol;1400.0;C;6.0999999999999925;2.2;18/04/2021
mazda;3;7900;133000.0;petrol;1999.0;C;6.69999999999999;2.4000000000000004;07/04/2020
mazda;3;8550;143926.0;petrol;1600.0;C;4.599999999999998;1.7;07/08/2015
mazda;3;4950;20000.0;petrol;2000.0;C;7.899999999999986;2.2;09/03/2019
mazda;3;4650;273000.0;diesel;1600.0;C;7.599999999999987;2.1000000000000005;24/05/2018
mazda;3;7950;83685.68;petrol;2000.0;C;6.599999999999991;1.7;04/04/2019
mazda;3;4999;187400.0;diesel;1600.0;C;5.199999999999996;1.9000000000000001;25/01/2019
mazda;3;11000;115000.0;petrol;1600.0;C;7.7999999999999865;2.4000000000000004;26/09/2021
mazda;3;11600;89500.0;petrol;1600.0;C;4.1;2.1000000000000005;18/06/2021
mazda;3;9400;35100.0;petrol;1600.0;C;6.0999999999999925;2.2;28/11/2016
mazda;3;10700;127000.0;petrol;1500.0;C;6.599999999999991;1.9000000000000001;28/12/2015
mazda;3;4999;250000.0;petrol;2000.0;C;6.999999999999989;1.7;24/02/2018
mazda;3;5750;180000.0;petrol;1600.0;C;7.599999999999987;2.3000000000000007;05/07/2016
mazda;3;4200;111111.0;petrol;2000.0;C;5.799999999999994;2.1000000000000005;08/05/2017
mazda;3;5489;300.94658;petrol;2000.0;C;6.199999999999992;2.4000000000000004;29/07/2019
mazda;3;4500;130000.0;petrol;1600.0;C;5.399999999999995;1.9000000000000001;16/09/2018
mazda;3;7400;230000.0;petrol;1600.0;C;5.799999999999994;1.7;21/08/2016
mazda;3;5000;239000.0;petrol;1600.0;C;4.599999999999998;2.4000000000000004;22/01/2021
mazda;3;4950;190000.0;petrol;1600.0;C;7.699999999999987;2.3000000000000007;13/01/2019
mazda;3;7950;155000.0;petrol;1600.0;C;5.299999999999995;2.4000000000000004;06/02/2016
mazda;3;14499;38326.0;petrol;1500.0;C;5.099999999999996;1.8;26/10/2021
mazda;3;12499;81400.0;petrol;1500.0;C;4.0;1.7;17/08/2021
mazda;3;3899;340000.0;petrol;1600.0;C;4.0;2.0;27/11/2019
mazda;3;4100;313821.3;petrol;2000.0;C;4.299999999999999;2.3000000000000007;24/10/2020
mazda;3;4500;263000.0;diesel;1600.0;C;7.7999999999999865;1.8;26/10/2021
mazda;3;6100;182500.0;petrol;2000.0;C;5.099999999999996;2.1000000000000005;01/02/2020
mazda;3;3950;270000.0;diesel;1560.0;C;7.699999999999987;2.1000000000000005;21/03/2021
mazda;3;14999;45000.0;petrol;2000.0;C;5.099999999999996;1.9000000000000001;08/09/2015
mazda;3;8200;153000.0;petrol;1600.0;C;4.899999999999997;1.8;28/08/2016
mazda;3;5650;272000.0;petrol;1600.0;C;4.299999999999999;1.9000000000000001;27/01/2018
mazda;3;4600;122000.0;petrol;1600.0;C;7.399999999999988;2.4000000000000004;08/05/2018
mazda;3;13950;64638.0;petrol;1500.0;C;7.699999999999987;1.8;14/07/2018
mazda;3;8556;88800.0;petrol;1600.0;C;4.0;2.1000000000000005;02/09/2017
mazda;3;7850;188292.78;petrol;2000.0;C;6.299999999999992;2.0;27/04/2020
mazda;3;5700;178000.0;petrol;1600.0;C;5.199999999999996;1.7;31/07/2017
mazda;3;14100;59900.0;petrol;1500.0;C;6.89999999999999;2.2;31/03/2019
mazda;3;5650;93545.0;petrol;2000.0;C;4.1;2.1000000000000005;25/08/2015
mazda;3;4500;250000.0;petrol;2300.0;C;6.0999999999999925;2.4000000000000004;05/02/2015
mazda;3;4000;210000.0;petrol;2300.0;C;4.899999999999997;2.2;23/07/2021
mazda;3;4200;250000.0;petrol;1600.0;C;7.499999999999988;2.1000000000000005;06/01/2016
mazda;3;7150;125000.0;petrol;2000.0;C;5.099999999999996;2.3000000000000007;25/07/2015
mazda;3;9300;133000.0;petrol;1600.0;C;6.299999999999992;2.3000000000000007;29/06/2017
mazda;3;8000;83000.0;petrol;2000.0;C;7.199999999999989;2.4000000000000004;29/04/2015
mazda;3;9200;65000.0;petrol;1600.0;C;7.399999999999988;2.0;07/09/2016
mazda;3;4200;245000.0;petrol;2000.0;C;6.69999999999999;2.3000000000000007;27/04/2016
mazda;3;4700;290000.0;diesel;1600.0;C;4.299999999999999;2.4000000000000004;14/03/2019
mazda;3;3950;181000.0;petrol;1600.0;C;5.299999999999995;1.9000000000000001;08/09/2017
mazda;3;6500;204679.07988;petrol;2300.0;C;7.199999999999989;2.1000000000000005;11/05/2018
mazda;3;8500;168000.0;petrol;1600.0;C;7.899999999999986;2.3000000000000007;27/12/2021
mazda;3;7500;145000.0;petrol;2000.0;C;7.899999999999986;2.4000000000000004;22/08/2019
mazda;3;8800;188000.0;petrol;1600.0;C;7.099999999999989;2.1000000000000005;20/06/2018
mazda;3;5800;203000.0;petrol;1600.0;C;6.299999999999992;1.8;19/09/2016
mazda;3;4400;239083.5504;petrol;2300.0;C;5.499999999999995;2.2;22/11/2020
mazda;3;4750;260000.0;petrol;1600.0;C;4.599999999999998;1.9000000000000001;23/10/2019
mazda;3;4850;146000.0;petrol;1598.0;C;6.79999999999999;2.0;02/05/2015
mazda;3;18480;8359.0;petrol;1500.0;C;6.599999999999991;2.2;16/12/2015
mazda;3;12550;56000.0;petrol;1600.0;C;4.499999999999998;1.8;09/11/2020
mazda;3;11500;95000.0;petrol;1600.0;C;5.799999999999994;2.1000000000000005;20/04/2016
mazda;3;3200;241000.0;petrol;1600.0;C;4.499999999999998;1.8;14/11/2019
mazda;3;4000;222000.0;diesel;1600.0;C;5.099999999999996;2.0;15/11/2021
mazda;3;5400;190000.0;petrol;2300.0;C;7.7999999999999865;1.8;16/07/2017
mazda;3;5500;0.0;petrol;1600.0;C;6.69999999999999;1.7;22/09/2017
mazda;3;5500;168115.0;petrol;1600.0;C;5.299999999999995;1.8;14/02/2019
mazda;3;13900;94000.0;petrol;1600.0;C;6.199999999999992;2.1000000000000005;23/11/2020
mazda;3;7000;210000.0;petrol;2300.0;C;4.499999999999998;1.8;11/02/2017
mazda;3;5900;230745.0;petrol;2000.0;C;5.899999999999993;1.9000000000000001;11/04/2016
mazda;3;4400;200000.0;petrol;1600.0;C;7.399999999999988;1.9000000000000001;09/06/2015
mazda;3;8300;160000.0;petrol;1600.0;C;6.599999999999991;1.9000000000000001;17/06/2017
mazda;3;6500;198000.0;petrol;1600.0;C;5.899999999999993;2.0;01/01/2016
mazda;3;6500;189902.12;petrol;2000.0;C;7.7999999999999865;2.3000000000000007;11/11/2021
mazda;3;5500;172000.0;petrol;1600.0;C;4.799999999999997;1.9000000000000001;14/04/2020
mazda;3;13100;67000.0;petrol;1600.0;C;6.89999999999999;2.3000000000000007;12/04/2020
mazda;3;5000;183000.0;petrol;2000.0;C;7.199999999999989;1.9000000000000001;13/02/2017
mazda;3;12700;120000.0;petrol;1600.0;C;5.699999999999994;2.1000000000000005;15/04/2015
mazda;3;6900;112000.0;petrol;1600.0;C;6.499999999999991;2.4000000000000004;01/10/2015
mazda;3;4000;213000.0;petrol;2000.0;C;6.999999999999989;1.9000000000000001;10/03/2021
mazda;3;2146;315144.0;petrol;2000.0;C;4.799999999999997;2.2;13/06/2020
mazda;3;3423;305333.0;petrol;2000.0;C;5.299999999999995;2.1000000000000005;22/05/2017
mazda;3;4800;276600.0;petrol;1600.0;C;4.899999999999997;2.3000000000000007;23/01/2021
mazda;3;4750;285000.0;petrol;2000.0;C;6.599999999999991;2.0;22/09/2017
mazda;3;12650;82000.0;petrol;1600.0;C;7.7999999999999865;1.7;21/07/2021
mazda;3;5500;213.0;petrol;1598.0;C;6.89999999999999;2.3000000000000007;19/12/2015
mazda;3;8900;140500.0;petrol;2000.0;C;5.399999999999995;2.0;28/05/2019
mazda;3;4516;181000.0;petrol;2000.0;C;5.299999999999995;1.8;17/08/2018
mazda;3;10500;80319.0;petrol;1600.0;C;5.599999999999994;1.8;03/05/2018
mazda;3;2600;320000.0;petrol;1600.0;C;5.299999999999995;2.0;16/10/2018
mazda;3;8500;99000.0;petrol;2000.0;C;6.0999999999999925;2.2;05/08/2020
mazda;3;5950;200000.0;petrol;2300.0;C;6.69999999999999;1.9000000000000001;16/02/2021
mazda;3;5300;325000.0;petrol;2000.0;C;5.199999999999996;2.3000000000000007;15/10/2019
mazda;3;7700;12345.0;petrol;2000.0;C;4.0;2.3000000000000007;23/11/2020
mazda;3;9600;37253.0;petrol;1600.0;C;6.199999999999992;2.1000000000000005;17/09/2020
mazda;3;9900;96560.4;petrol;2000.0;C;6.69999999999999;1.7;16/09/2019
mazda;3;2818;170404.0;petrol;1598.0;C;6.69999999999999;2.1000000000000005;26/11/2016
mazda;3;7199;137948.0;petrol;2000.0;C;7.499999999999988;2.2;27/11/2018
mazda;3;5150;165584.0;petrol;2000.0;C;7.899999999999986;2.0;03/05/2019
mazda;3;6890;180000.0;petrol;2000.0;C;6.79999999999999;2.0;10/07/2015
mazda;3;14000;58000.0;petrol;1500.0;C;6.89999999999999;1.8;25/09/2016
mazda;3;2900;261517.75;petrol;2000.0;C;4.399999999999999;2.2;22/10/2018
mazda;3;4999;197000.0;petrol;1600.0;C;6.199999999999992;1.8;10/02/2018
mazda;3;12000;100000.0;petrol;1600.0;C;7.499999999999988;2.3000000000000007;27/02/2017
mazda;3;12500;159500.0;petrol;1500.0;C;5.299999999999995;2.1000000000000005;25/09/2016
mazda;3;6400;136000.0;petrol;2000.0;C;7.299999999999988;2.4000000000000004;28/10/2020
mazda;3;4100;188534.181;petrol;2000.0;C;6.199999999999992;2.3000000000000007;26/04/2016
mazda;3;2169;186132.0;petrol;2000.0;C;5.299999999999995;2.3000000000000007;01/04/2021
mazda;3;4600;176000.0;petrol;1998.0;C;4.9999999999999964;2.0;12/07/2017
mazda;3;8090;227721.61;petrol;2500.0;C;7.599999999999987;2.1000000000000005;10/10/2015
mazda;3;12500;78000.0;petrol;1500.0;C;6.199999999999992;2.1000000000000005;20/07/2021
mazda;3;3500;270000.0;petrol;2000.0;C;7.299999999999988;2.2;12/01/2019
mazda;3;9200;100000.0;petrol;1600.0;C;7.099999999999989;2.2;18/11/2016
mazda;3;6200;167172.0;petrol;1600.0;C;7.399999999999988;2.1000000000000005;27/07/2020
mazda;3;5000;188000.0;petrol;2300.0;C;4.899999999999997;2.1000000000000005;06/04/2017
mazda;3;7130;248643.03;petrol;2000.0;C;4.799999999999997;2.3000000000000007;05/02/2017
mazda;3;4300;239791.66;petrol;2000.0;C;5.299999999999995;2.2;27/01/2018
mazda;3;4650;177000.0;petrol;1600.0;C;6.999999999999989;2.1000000000000005;29/04/2020
mazda;3;4950;274584.0;petrol;1600.0;C;6.299999999999992;2.3000000000000007;29/01/2021
mazda;3;5500;280000.0;petrol;2000.0;C;6.69999999999999;1.8;23/01/2020
mazda;5;7000;205000.0;petrol;1800.0;M;4.6999999999999975;2.0;15/02/2015
mazda;5;8600;176600.0;petrol;1800.0;M;4.299999999999999;1.7;11/12/2018
mazda;5;6600;184000.0;petrol;1800.0;M;4.599999999999998;2.1000000000000005;09/07/2015
mazda;5;6999;146000.0;petrol;2000.0;M;5.499999999999995;1.7;24/01/2021
mazda;5;7500;340000.0;petrol;2000.0;M;7.599999999999987;1.9000000000000001;25/04/2017
mazda;5;7300;214000.0;diesel;2000.0;M;4.399999999999999;1.8;27/07/2017
mazda;5;6000;242044.736;petrol;2300.0;M;6.79999999999999;2.4000000000000004;11/01/2021
mazda;5;10300;74720.0;petrol;2500.0;M;5.899999999999993;1.9000000000000001;24/03/2018
mazda;5;5950;265000.0;petrol;2000.0;M;4.299999999999999;1.8;19/07/2020
mazda;5;6500;260713.08;petrol;2300.0;M;4.499999999999998;1.9000000000000001;28/01/2018
mazda;5;13999;130000.0;diesel;1600.0;M;4.199999999999999;1.8;29/05/2017
mazda;5;5650;282625.0;petrol;1800.0;M;6.69999999999999;1.7;09/01/2021
mazda;5;4850;240000.0;petrol;2300.0;M;4.399999999999999;2.2;25/01/2018
mazda;5;7200;136000.0;petrol;2000.0;M;7.699999999999987;2.0;07/08/2015
mazda;5;6500;185.0;petrol;1800.0;M;7.699999999999987;1.8;24/11/2020
mazda;5;5600;270000.0;petrol;1800.0;M;6.0999999999999925;1.8;18/07/2016
mazda;5;6800;293000.0;diesel;2000.0;M;4.599999999999998;2.4000000000000004;25/11/2020
mazda;5;5700;225000.0;petrol;2000.0;M;7.699999999999987;2.0;31/01/2018
mazda;5;6300;221606.118;petrol;2300.0;M;5.199999999999996;2.4000000000000004;30/09/2018
mazda;5;11000;234963.64;petrol;2300.0;M;5.499999999999995;2.2;16/04/2021
mazda;5;5700;218000.0;diesel;2000.0;M;7.699999999999987;1.8;04/03/2019
mazda;5;7950;310100.0;diesel;2000.0;M;6.299999999999992;1.9000000000000001;24/08/2016
mazda;5;5134;226916.94;petrol;2300.0;M;6.79999999999999;2.0;27/07/2019
mazda;5;9999;200000.0;diesel;1600.0;M;4.1;1.7;16/02/2019
mazda;5;6000;131000.0;petrol;1800.0;M;6.299999999999992;1.7;26/11/2020
mazda;5;11350;150000.0;diesel;2000.0;M;6.599999999999991;1.7;17/07/2021
mazda;5;7800;201000.0;petrol;2000.0;M;4.0;1.9000000000000001;08/03/2021
mazda;5;6050;261500.0;diesel;2000.0;M;4.9999999999999964;1.8;12/06/2021
mazda;5;9500;196000.0;diesel;2000.0;M;7.199999999999989;2.0;31/08/2020
mazda;5;6400;208892.332;petrol;2300.0;M;4.1;2.0;03/03/2017
mazda;5;6800;80000.0;petrol;2300.0;M;7.499999999999988;2.0;20/12/2017
mazda;5;7500;230000.0;petrol;1800.0;M;5.799999999999994;1.8;13/08/2018
mazda;5;6700;250000.0;diesel;2000.0;M;6.499999999999991;2.0;16/03/2015
mazda;5;6700;302000.0;petrol;2000.0;M;5.299999999999995;2.4000000000000004;10/09/2018
mazda;5;5600;250000.0;petrol;2300.0;M;7.899999999999986;1.8;04/03/2016
mazda;5;7843;117000.0;petrol;2000.0;M;6.499999999999991;2.2;09/05/2020
mazda;5;5450;205995.52;petrol;2300.0;M;4.399999999999999;2.3000000000000007;07/11/2017
mazda;5;6750;170000.0;petrol;2000.0;M;6.89999999999999;2.2;17/05/2019
mazda;6;3980;430000.0;diesel;2000.0;D;4.899999999999997;2.4000000000000004;22/08/2020
mazda;6;4000;300000.0;petrol;2000.0;D;6.199999999999992;1.8;05/12/2018
mazda;6;5000;312000.0;petrol;1800.0;D;6.3999999999999915;1.8;09/12/2020
mazda;6;13900;96000.0;petrol;2000.0;D;7.699999999999987;2.4000000000000004;12/02/2018
mazda;6;4800;205000.0;petrol;2300.0;D;4.0;1.7;17/04/2016
mazda;6;4000;305774.6;petrol;2300.0;D;7.099999999999989;2.0;19/10/2019
mazda;6;4000;281634.5;petrol;2300.0;D;6.599999999999991;1.7;16/02/2018
mazda;6;5500;290000.0;petrol;2000.0;D;6.0999999999999925;1.9000000000000001;16/05/2020
mazda;6;4500;249708.41308;petrol;3000.0;D;6.89999999999999;2.2;16/08/2019
mazda;6;3800;288000.0;petrol;2000.0;D;7.099999999999989;2.2;23/10/2017
mazda;6;5000;241401.0;petrol;2300.0;D;6.999999999999989;2.2;26/06/2018
mazda;6;3800;187000.0;petrol;2000.0;D;5.299999999999995;2.3000000000000007;13/12/2018
mazda;6;16666;200000.0;diesel;2200.0;D;7.399999999999988;2.4000000000000004;27/07/2015
mazda;6;15100;112000.0;petrol;2000.0;D;4.0;2.3000000000000007;31/10/2019
mazda;6;5000;379088.0837;petrol;2300.0;D;4.6999999999999975;2.0;08/10/2017
mazda;6;4350;168000.0;petrol;1800.0;D;6.69999999999999;1.7;11/08/2020
mazda;6;7500;225000.0;petrol;1800.0;D;7.699999999999987;1.9000000000000001;18/12/2016
mazda;6;7900;219700.0;petrol;2500.0;D;6.79999999999999;1.8;03/07/2017
mazda;6;17500;90000.0;petrol;2000.0;D;7.7999999999999865;2.3000000000000007;14/08/2019
mazda;6;22000;76000.0;petrol;2500.0;D;5.899999999999993;2.1000000000000005;02/10/2015
mazda;6;4000;280000.0;petrol;1800.0;D;4.599999999999998;1.8;03/11/2016
mazda;6;3500;280000.0;petrol;2000.0;D;6.499999999999991;1.8;14/02/2015
mazda;6;9600;156105.98;petrol;2500.0;D;5.999999999999993;1.7;05/02/2015
mazda;6;14500;139000.0;petrol;2000.0;D;5.999999999999993;1.8;17/07/2015
mazda;6;8100;168000.0;petrol;1800.0;D;4.299999999999999;2.3000000000000007;19/08/2018
mazda;6;5450;227000.0;petrol;1800.0;D;4.499999999999998;2.1000000000000005;29/01/2021
mazda;6;4300;190000.0;petrol;2000.0;D;7.299999999999988;2.4000000000000004;06/08/2021
mazda;6;8550;240000.0;petrol;2000.0;D;4.199999999999999;2.2;16/12/2020
mazda;6;8700;260000.0;petrol;2000.0;D;6.3999999999999915;1.9000000000000001;24/05/2018
mazda;6;3500;280000.0;diesel;2000.0;D;5.999999999999993;2.1000000000000005;06/06/2020
